Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km)
hyundai,Hyundai i20,rot,06/2020,2020,13999,62.0,84.0,Schaltgetriebe,Benzin,5.8,,38500.0
hyundai,Hyundai i20,rot,12/2020,2020,19390,74.0,101.0,Schaltgetriebe,Benzin,4.9,113.0,22500.0
hyundai,Hyundai i30,rot,03/2020,2020,21790,103.0,140.0,Schaltgetriebe,Benzin,5.9,134.0,40800.0
hyundai,Hyundai i10,rot,07/2020,2020,13990,49.0,67.0,Schaltgetriebe,Benzin,4.8,0.0,47494.0
hyundai,Hyundai KONA,rot,07/2020,2020,23999,77.0,105.0,Automatik,Hybrid,4.3,,60100.0
hyundai,Hyundai i30,rot,01/2020,2020,17380,88.0,120.0,Schaltgetriebe,Benzin,5.5,126.0,56900.0
hyundai,Hyundai i20,rot,11/2020,2020,13849,62.0,84.0,Schaltgetriebe,Benzin,5.3,121.0,48650.0
hyundai,Hyundai i20,rot,12/2020,2020,17990,74.0,101.0,Schaltgetriebe,Benzin,5.2,120.0,31330.0
hyundai,Hyundai TUCSON,rot,03/2020,2020,21490,97.0,132.0,Schaltgetriebe,Benzin,6.9,158.0,38300.0
hyundai,Hyundai i20,rot,10/2020,2020,15980,62.0,84.0,Schaltgetriebe,Benzin,5.3,121.0,27160.0
hyundai,Hyundai i10,rot,11/2020,2020,17840,62.0,84.0,Schaltgetriebe,Benzin,4.9,113.0,22000.0
hyundai,Hyundai i30,rot,05/2020,2020,18990,88.0,120.0,Schaltgetriebe,Benzin,5.5,126.0,44923.0
hyundai,Hyundai i10,rot,10/2020,2020,12950,49.0,67.0,Schaltgetriebe,Benzin,5.1,117.0,26721.0
hyundai,Hyundai i30,rot,08/2020,2020,15990,88.0,120.0,Schaltgetriebe,Benzin,6.3,144.0,52200.0
hyundai,Hyundai i20,rot,03/2020,2020,14330,55.0,75.0,Schaltgetriebe,Benzin,5.8,137.0,38369.0
hyundai,Hyundai i20,rot,04/2020,2020,14990,62.0,84.0,Schaltgetriebe,Benzin,5.8,132.0,56300.0
hyundai,Hyundai KONA,schwarz,11/2020,2020,22640,104.0,141.0,Automatik,Hybrid,5.0,115.0,35413.0
hyundai,Hyundai KONA,schwarz,10/2020,2020,28990,150.0,204.0,Automatik,Elektro,,0.0,41000.0
hyundai,Hyundai TUCSON,schwarz,01/2020,2020,20950,100.0,136.0,Automatik,Diesel,4.6,119.0,137000.0
hyundai,Hyundai KONA Elektro,schwarz,10/2020,2020,26980,150.0,204.0,Automatik,Elektro,,0.0,30412.0
hyundai,Hyundai KONA Elektro,schwarz,10/2020,2020,26980,150.0,204.0,Automatik,Elektro,,0.0,24250.0
hyundai,Hyundai KONA,schwarz,07/2020,2020,30880,150.0,204.0,Automatik,Elektro,,,41100.0
hyundai,Hyundai i30,schwarz,07/2020,2020,27970,202.0,275.0,Schaltgetriebe,Benzin,7.8,178.0,45104.0
hyundai,Hyundai i30,schwarz,08/2020,2020,21990,100.0,136.0,Automatik,Diesel,4.3,113.0,3166.0
hyundai,Hyundai i30,schwarz,07/2020,2020,19990,103.0,140.0,Automatik,Benzin,,,23000.0
hyundai,Hyundai i30,schwarz,09/2020,2020,28690,202.0,275.0,Schaltgetriebe,Benzin,7.8,178.0,22500.0
hyundai,Hyundai TUCSON,schwarz,10/2020,2020,34490,136.0,185.0,Automatik,Diesel,7.0,184.0,21500.0
hyundai,Hyundai KONA,schwarz,12/2020,2020,24449,150.0,204.0,Automatik,Elektro,,,46113.0
hyundai,Hyundai i30,schwarz,02/2020,2020,18000,103.0,140.0,Schaltgetriebe,Benzin,5.9,134.0,18000.0
hyundai,Hyundai i30,schwarz,01/2020,2020,22990,103.0,140.0,Schaltgetriebe,Benzin,5.9,151.0,21916.0
hyundai,Hyundai KONA,schwarz,12/2020,2020,25990,150.0,204.0,Automatik,Elektro,,0.0,69000.0
hyundai,Hyundai i10,schwarz,01/2020,2020,13990,49.0,67.0,Automatik,Benzin,4.8,0.0,23356.0
hyundai,Hyundai i30,schwarz,02/2020,2020,27500,202.0,275.0,Schaltgetriebe,Benzin,7.8,,19500.0
hyundai,Hyundai TUCSON,schwarz,05/2020,2020,21690,97.0,132.0,Schaltgetriebe,Benzin,7.2,,21810.0
hyundai,Hyundai KONA,schwarz,04/2020,2020,29890,150.0,204.0,Automatik,Elektro,,,26273.0
hyundai,Hyundai TUCSON,schwarz,09/2020,2020,31990,130.0,177.0,Automatik,Benzin,,0.0,47800.0
hyundai,Hyundai KONA,schwarz,11/2020,2020,22800,130.0,177.0,Automatik,Benzin,6.3,144.0,46800.0
hyundai,Hyundai KONA,schwarz,10/2020,2020,18220,88.0,120.0,Schaltgetriebe,Benzin,5.5,125.0,38000.0
hyundai,Hyundai TUCSON,schwarz,03/2020,2020,22900,97.0,132.0,Schaltgetriebe,Benzin,,,26000.0
hyundai,Hyundai TUCSON,schwarz,01/2020,2020,28950,130.0,177.0,Automatik,Benzin,7.4,169.0,55500.0
hyundai,Hyundai TUCSON,schwarz,12/2020,2020,35395,132.0,179.0,Automatik,Benzin,,137.0,19100.0
hyundai,Hyundai i30,schwarz,02/2020,2020,23798,103.0,140.0,Automatik,Benzin,5.7,130.0,41787.0
